Facility ID,Hospital Name,Detailed Region,Region,Procedure,Year of Hospital Discharge,Number of Cases,Number of Deaths,Observed Mortality Rate,Expected Mortality Rate,Risk-Adjusted Mortality Rate,Lower Limit of Confidence Interval,Upper Limit of Confidence Interval,Comparison Results,procedure_category
635,Univ. Hosp-Upstate,Central NY,Central NY,Emergency PCI,2017.0,250,7,2.8,2.92,3.04,1.22,6.27,Rate not different than Statewide Rate,5
598,St. Elizabeth Med Ctr,Central NY,Central NY,Non-Emergency PCI,2012.0,585,4,0.68,0.8,0.55,0.15,1.41,Rate not different than Statewide Rate,1
746,M I Bassett Hospital,Capital District,Capital District,Emergency PCI,2017.0,262,6,2.29,2.26,2.85,1.04,6.2,Rate not different than Statewide Rate,5
694,St. Lukes Crnwll-Newbrg,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2017.0,98,3,3.06,3.49,2.78,0.56,8.13,Rate not different than Statewide Rate,5
1,Albany Med. Ctr,Capital District,Capital District,CABG,2012.0,245,4,1.63,1.41,1.69,0.45,4.33,Rate not different than Statewide Rate,4
541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,All PCI,2010.0,1850,8,0.43,0.83,0.44,0.19,0.86,Rate not different than Statewide Rate,0
181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2012.0,480,6,1.25,0.65,1.23,0.45,2.68,Rate not different than Statewide Rate,1
977,Cayuga Med Ctr Ithaca,Central NY,Central NY,Emergency PCI,2017.0,114,3,2.63,2.24,3.25,0.65,9.51,Rate not different than Statewide Rate,5
924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,CABG,2013.0,163,5,3.07,2.65,2.12,0.68,4.95,Rate not different than Statewide Rate,4
0,NYS - All Hospitals,New York State,New York State,Non-Emergency PCI,2010.0,46749,239,0.51,0.51,0.51,0.9005114254624592,5.92929996372869,Statewide Rate,1
779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2012.0,509,10,1.96,1.38,1.42,0.68,2.62,Rate not different than Statewide Rate,0
779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2017.0,496,28,5.65,3.49,5.13,3.41,7.41,Rate significantly higher than Statewide Rate,5
563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2017.0,1895,77,4.06,4.47,3.4,2.69,4.25,Rate not different than Statewide Rate,2
924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2017.0,227,6,2.64,4.05,2.44,0.89,5.32,Rate not different than Statewide Rate,2
511,Winthrop-Univ. Hosp,NY Metro - Long Island,NY Metro - Long Island,All PCI,2013.0,1001,11,1.1,1.2,1.04,0.52,1.87,Rate not different than Statewide Rate,0
1306,NYP-Brooklyn Methodist,Kings,NY Metro - NYC,Non-Emergency PCI,2017.0,992,4,0.4,0.62,0.51,0.14,1.3,Rate not different than Statewide Rate,1
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,Emergency PCI,2017.0,351,10,2.85,3.18,2.64,1.26,4.86,Rate not different than Statewide Rate,5
746,M I Bassett Hospital,Capital District,Capital District,CABG,2010.0,72,3,4.17,1.87,3.52,0.71,10.28,Rate not different than Statewide Rate,4
413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,CABG,2010.0,316,6,1.9,1.39,2.16,0.79,4.7,Rate not different than Statewide Rate,4
694,St. Lukes Crnwll-Newbrg,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2011.0,260,4,1.54,0.72,1.39,0.38,3.57,Rate not different than Statewide Rate,1
213,Mercy Hospital,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2017.0,482,21,4.36,3.08,4.49,2.78,6.86,Rate not different than Statewide Rate,5
215,Millard Fillmore Hosp,Western NY - Buffalo,Western NY - Buffalo,All PCI,2012.0,80,0,0.0,0.66,0.0,0.0,7.01,Rate not different than Statewide Rate,0
563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,CABG,2013.0,658,11,1.67,2.0,1.54,0.77,2.75,Rate not different than Statewide Rate,4
471,Unity Hospital,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2017.0,202,8,3.96,4.2,2.85,1.23,5.61,Rate not different than Statewide Rate,5
1464,NYP-Columbia Presby.,Manhattan,NY Metro - NYC,Non-Emergency PCI,2017.0,2093,18,0.86,0.77,0.87,0.52,1.38,Rate not different than Statewide Rate,1
58,UHS-Wilson Med Ctr,Central NY,Central NY,All PCI,2012.0,702,8,1.14,1.64,0.69,0.3,1.37,Rate not different than Statewide Rate,0
699,Orange Regional Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2017.0,283,5,1.77,2.26,2.36,0.76,5.5,Rate not different than Statewide Rate,5
411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,All PCI,2013.0,1569,21,1.34,1.04,1.46,0.91,2.24,Rate not different than Statewide Rate,0
756,Samaritan Hospital,Capital District,Capital District,Emergency PCI,2017.0,115,2,1.74,1.14,4.28,0.48,15.46,Rate not different than Statewide Rate,5
1,Albany Medical Center,Capital District,Capital District,CABG,2011.0,241,0,0.0,1.47,0.0,0.0,1.28,Rate not different than Statewide Rate,4
0,NYS - All Hospitals,New York State,New York State,Non-Emergency PCI,2012.0,38762,249,0.64,0.64,0.64,0.9005114254624592,5.92929996372869,Statewide Rate,1
829,Ellis Hospital,Capital District,Capital District,CABG,2011.0,180,1,0.56,1.24,0.56,0.01,3.1,Rate not different than Statewide Rate,4
686,Orange Regional Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2010.0,445,2,0.45,0.35,0.66,0.07,2.37,Rate not different than Statewide Rate,1
635,Univ. Hosp-Upstate,Central NY,Central NY,CABG,2011.0,158,3,1.9,1.19,1.99,0.4,5.8,Rate not different than Statewide Rate,4
1122,NYP-Lawrence Hosp,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2017.0,216,0,0.0,0.82,0.0,0.0,1.62,Rate not different than Statewide Rate,1
1637,NYP-Queens,Queens,NY Metro - NYC,Non-Emergency PCI,2017.0,529,0,0.0,0.49,0.0,0.0,1.1,Rate not different than Statewide Rate,1
5,St. Peters Hospital,Capital District,Capital District,Emergency PCI,2017.0,550,14,2.55,2.27,3.16,1.72,5.3,Rate not different than Statewide Rate,5
1045,White Plains Hospital,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2014.0,298,3,1.01,0.66,1.14,0.23,3.33,Rate not different than Statewide Rate,1
563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2017.0,526,15,2.85,3.08,2.56,1.43,4.22,Rate not different than Statewide Rate,5
116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,CABG,2011.0,81,0,0.0,0.99,0.0,0.0,5.68,Rate not different than Statewide Rate,4
630,St. Josephs Hospital,Central NY,Central NY,CABG,2011.0,395,8,2.03,1.63,1.54,0.66,3.04,Rate not different than Statewide Rate,4
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,Valve or Valve/CABG,2017.0,99,11,11.11,3.85,9.18,4.57,16.42,Rate significantly higher than Statewide Rate,2
598,St. Elizabeth Med Ctr,Central NY,Central NY,Emergency PCI,2017.0,389,13,3.34,3.34,2.77,1.48,4.74,Rate not different than Statewide Rate,5
1458,NYP-Weill Cornell,Manhattan,NY Metro - NYC,Non-Emergency PCI,2017.0,790,4,0.51,1.18,0.33,0.09,0.86,Rate not different than Statewide Rate,1
924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2017.0,227,7,3.08,2.11,4.41,1.77,9.08,Rate not different than Statewide Rate,5
779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2011.0,606,5,0.83,1.17,0.68,0.22,1.59,Rate not different than Statewide Rate,0
1738,Richmond Univ Med Cntr,Staten Island,NY Metro - NYC,Non-Emergency PCI,2014.0,1,0,0.0,0.17,0.0,0.0,100.0,Rate not different than Statewide Rate,1
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,Non-Emergency PCI,2017.0,1914,8,0.42,0.46,0.72,0.31,1.41,Rate not different than Statewide Rate,1
527,South Nassau Com. Hosp,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2017.0,341,7,2.05,2.65,2.15,0.86,4.42,Rate not different than Statewide Rate,5
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Valve or Valve/CABG,2017.0,357,12,3.36,4.18,2.55,1.32,4.46,Rate not different than Statewide Rate,2
215,Millard Fillmore Hosp,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2017.0,261,5,1.92,2.4,2.21,0.71,5.15,Rate not different than Statewide Rate,5
58,UHS-Wilson Med Ctr,Central NY,Central NY,All PCI,2013.0,672,12,1.79,1.66,1.23,0.64,2.15,Rate not different than Statewide Rate,0
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,Non-Emergency PCI,2014.0,320,1,0.31,1.03,0.22,0.0,1.25,Rate not different than Statewide Rate,1
779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,Valve or Valve/CABG,2017.0,171,6,3.51,3.1,4.78,1.74,10.4,Rate not different than Statewide Rate,2
1,Albany Med. Ctr,Capital District,Capital District,Emergency PCI,2017.0,529,27,5.1,2.63,5.45,3.59,7.93,Rate significantly higher than Statewide Rate,5
630,St. Josephs Hospital,Central NY,Central NY,Emergency PCI,2017.0,1146,27,2.36,2.68,2.65,1.75,3.86,Rate not different than Statewide Rate,5
210,Erie County Med Ctr,Western NY - Buffalo,Western NY - Buffalo,All PCI,2013.0,29,0,0.0,1.43,0.0,0.0,10.13,Rate not different than Statewide Rate,0
5,St. Peters Hosp.,Capital District,Capital District,Valve or Valve/CABG,2017.0,736,29,3.94,3.83,3.84,2.57,5.52,Rate not different than Statewide Rate,2
924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2017.0,104,1,0.96,4.73,0.86,0.01,4.77,Rate not different than Statewide Rate,2
1458,NYP-Weill Cornell,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2017.0,1248,31,2.48,3.16,2.5,1.7,3.54,Rate not different than Statewide Rate,2
0,NYS - All Hospitals,New York State,New York State,Emergency PCI,2017.0,21618,686,3.17,3.17,3.17,0.9005114254624592,5.92929996372869,Statewide Rate,5
598,St. Elizabeth Med Ctr,Central NY,Central NY,CABG,2010.0,227,6,2.64,1.76,2.38,0.87,5.18,Rate not different than Statewide Rate,4
207,Buffalo General Hosp,Western NY - Buffalo,Western NY - Buffalo,Non-Emergency PCI,2011.0,1069,10,0.94,0.66,0.92,0.44,1.7,Rate not different than Statewide Rate,1
1439,Mount Sinai Beth Israel,Manhattan,NY Metro - NYC,Non-Emergency PCI,2014.0,1501,11,0.73,0.58,0.94,0.47,1.68,Rate not different than Statewide Rate,1
829,Ellis Hospital,Capital District,Capital District,Emergency PCI,2017.0,505,12,2.38,2.84,2.65,1.37,4.64,Rate not different than Statewide Rate,5
1304,NYU Langone Hosp.-Brooklyn,Kings,NY Metro - NYC,Non-Emergency PCI,2017.0,178,2,1.12,0.58,1.51,0.17,5.44,Rate not different than Statewide Rate,1
181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2013.0,643,8,1.24,1.2,1.18,0.51,2.33,Rate not different than Statewide Rate,0
411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,All PCI,2010.0,1899,23,1.21,0.84,1.21,0.77,1.82,Rate not different than Statewide Rate,0
1169,Montefiore - Moses,Bronx,NY Metro - NYC,Emergency PCI,2017.0,377,12,3.18,2.55,3.67,1.9,6.42,Rate not different than Statewide Rate,5
563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,All PCI,2011.0,2641,27,1.02,1.02,0.97,0.64,1.41,Rate not different than Statewide Rate,0
511,Winthrop Univ. Hosp,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2017.0,605,22,3.64,4.47,3.43,2.15,5.2,Rate not different than Statewide Rate,2
563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2011.0,2457,21,0.85,0.81,0.69,0.43,1.05,Rate not different than Statewide Rate,1
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,Emergency PCI,2017.0,333,19,5.71,3.37,4.98,2.99,7.77,Rate significantly higher than Statewide Rate,5
135,Champ.Valley Phys Hosp,Capital District,Capital District,Non-Emergency PCI,2011.0,625,2,0.32,0.53,0.39,0.04,1.42,Rate not different than Statewide Rate,1
0,NYS - All Hospitals,New York State,New York State,CABG,2010.0,9421,149,1.58,1.58,1.58,0.9005114254624592,5.92929996372869,Statewide Rate,4
925,Good Sam-West Islip,NY Metro - Long Island,NY Metro - Long Island,All PCI,2013.0,627,6,0.96,0.71,1.54,0.56,3.36,Rate not different than Statewide Rate,0
630,St. Josephs Hospital,Central NY,Central NY,Non-Emergency PCI,2012.0,1560,10,0.64,0.6,0.68,0.33,1.26,Rate not different than Statewide Rate,1
599,Faxton - St. Lukes,Central NY,Central NY,All PCI,2011.0,275,4,1.45,0.71,1.98,0.53,5.06,Rate not different than Statewide Rate,0
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2017.0,1308,30,2.29,2.03,3.59,2.42,5.12,Rate not different than Statewide Rate,2
215,Millard Fillmore Hosp,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2017.0,356,6,1.69,2.69,1.99,0.73,4.32,Rate not different than Statewide Rate,5
829,Ellis Hospital,Capital District,Capital District,CABG,2012.0,170,2,1.18,1.43,1.2,0.14,4.35,Rate not different than Statewide Rate,4
563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2013.0,2115,12,0.57,0.86,0.49,0.25,0.85,Rate not different than Statewide Rate,1
1286,Brookdale Univ Hosp Med Ctr,Kings,NY Metro - NYC,Non-Emergency PCI,2014.0,121,0,0.0,1.18,0.0,0.0,1.91,Rate not different than Statewide Rate,1
630,St. Josephs Hospital,Central NY,Central NY,Emergency PCI,2017.0,1128,26,2.3,2.85,2.57,1.68,3.76,Rate not different than Statewide Rate,5
694,St. Lukes Crnwll-Newbrg,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2011.0,325,5,1.54,1.04,1.44,0.46,3.35,Rate not different than Statewide Rate,0
0,NYS - All Hospitals,New York State,New York State,Emergency PCI,2017.0,24440,687,2.81,2.81,2.81,0.9005114254624592,5.92929996372869,Statewide Rate,5
924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,CABG,2011.0,112,2,1.79,1.63,1.36,0.15,4.92,Rate not different than Statewide Rate,4
215,Millard Fillmore Hosp,Western NY - Buffalo,Western NY - Buffalo,Valve or Valve/CABG,2017.0,214,6,2.8,2.47,4.25,1.55,9.24,Rate not different than Statewide Rate,2
599,Faxton - St. Lukes,Central NY,Central NY,Emergency PCI,2017.0,99,4,4.04,2.44,5.25,1.41,13.43,Rate not different than Statewide Rate,5
245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,All PCI,2010.0,1762,22,1.25,1.13,0.93,0.58,1.41,Rate not different than Statewide Rate,0
135,Champ.Valley Phys Hosp,Capital District,Capital District,All PCI,2011.0,748,7,0.94,1.07,0.85,0.34,1.75,Rate not different than Statewide Rate,0
925,Good Sam - West Islip,NY Metro - Long Island,NY Metro - Long Island,All PCI,2010.0,683,5,0.73,0.54,1.14,0.37,2.67,Rate not different than Statewide Rate,0
413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,Valve or Valve/CABG,2017.0,620,26,4.19,3.51,5.05,3.3,7.4,Rate not different than Statewide Rate,2
245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2012.0,948,10,1.05,0.86,0.79,0.38,1.45,Rate not different than Statewide Rate,1
924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,All PCI,2013.0,705,11,1.56,1.16,1.53,0.76,2.74,Rate not different than Statewide Rate,0
411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,CABG,2013.0,306,5,1.63,1.81,1.65,0.53,3.86,Rate not different than Statewide Rate,4
511,NYU Winthrop Hospital,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2017.0,865,6,0.69,0.76,0.71,0.26,1.55,Rate not different than Statewide Rate,1
746,M I Bassett Hospital,Capital District,Capital District,All PCI,2010.0,371,7,1.89,0.92,1.72,0.69,3.54,Rate not different than Statewide Rate,0
527,South Nassau Com. Hosp,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2010.0,369,2,0.54,0.64,0.43,0.05,1.57,Rate not different than Statewide Rate,1
574,Niagara Falls Memorial,Western NY - Buffalo,Western NY - Buffalo,Non-Emergency PCI,2017.0,65,0,0.0,0.47,0.0,0.0,9.33,Rate not different than Statewide Rate,1
746,M I Bassett Hospital,Capital District,Capital District,Emergency PCI,2017.0,310,10,3.23,2.32,4.2,2.01,7.73,Rate not different than Statewide Rate,5
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,Emergency PCI,2017.0,268,8,2.99,2.9,3.03,1.3,5.97,Rate not different than Statewide Rate,5
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2014.0,248,4,1.61,0.96,1.24,0.33,3.18,Rate not different than Statewide Rate,1
207,Buffalo General Hosp,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2017.0,907,30,3.31,2.53,3.68,2.48,5.25,Rate not different than Statewide Rate,5
636,Crouse Hospital,Central NY,Central NY,Emergency PCI,2017.0,245,7,2.86,3.11,2.58,1.03,5.32,Rate not different than Statewide Rate,5
511,Winthrop-Univ. Hosp,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2017.0,614,26,4.23,3.53,4.15,2.71,6.08,Rate not different than Statewide Rate,2
779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,CABG,2011.0,119,0,0.0,0.93,0.0,0.0,4.12,Rate not different than Statewide Rate,4
541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2017.0,2105,19,0.9,0.76,0.92,0.56,1.44,Rate not different than Statewide Rate,1
599,Faxton - St. Lukes,Central NY,Central NY,Non-Emergency PCI,2012.0,181,0,0.0,0.45,0.0,0.0,2.89,Rate not different than Statewide Rate,1
630,St. Josephs Hospital,Central NY,Central NY,All PCI,2010.0,2314,21,0.91,0.88,0.86,0.53,1.32,Rate not different than Statewide Rate,0
66,Olean General Hosp.,Western NY - Buffalo,Western NY - Buffalo,Non-Emergency PCI,2017.0,96,1,1.04,0.67,1.22,0.02,6.79,Rate not different than Statewide Rate,1
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,Non-Emergency PCI,2014.0,3663,15,0.41,0.71,0.43,0.24,0.71,Rate significantly lower than Statewide Rate,1
699,Orange Regional Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2011.0,539,2,0.37,0.84,0.43,0.05,1.54,Rate not different than Statewide Rate,0
635,Univ. Hosp-Upstate,Central NY,Central NY,Valve or Valve/CABG,2017.0,227,9,3.96,3.66,4.97,2.27,9.44,Rate not different than Statewide Rate,2
213,Mercy Hospital,Western NY - Buffalo,Western NY - Buffalo,Valve or Valve/CABG,2017.0,417,17,4.08,3.22,5.34,3.11,8.55,Rate not different than Statewide Rate,2
636,Crouse Hospital,Central NY,Central NY,Emergency PCI,2017.0,221,11,4.98,3.48,4.31,2.15,7.72,Rate not different than Statewide Rate,5
913,Huntington Hospital,NY Metro - Long Island,NY Metro - Long Island,All PCI,2011.0,256,2,0.78,0.82,0.92,0.1,3.32,Rate not different than Statewide Rate,0
636,Crouse Hospital,Central NY,Central NY,Emergency PCI,2017.0,233,7,3.0,3.04,2.73,1.1,5.63,Rate not different than Statewide Rate,5
1,Albany Medical Center,Capital District,Capital District,CABG,2010.0,281,5,1.78,1.74,1.62,0.52,3.78,Rate not different than Statewide Rate,4
943,St. Catherine of Siena,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2017.0,156,2,1.28,2.66,1.45,0.16,5.25,Rate not different than Statewide Rate,5
245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2017.0,496,34,6.85,5.32,5.44,3.76,7.6,Rate not different than Statewide Rate,2
181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2017.0,449,7,1.56,2.56,1.93,0.77,3.98,Rate not different than Statewide Rate,5
1,Albany Med. Ctr,Capital District,Capital District,Non-Emergency PCI,2013.0,509,6,1.18,0.76,1.15,0.42,2.5,Rate not different than Statewide Rate,1
116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,Valve or Valve/CABG,2017.0,110,5,4.55,2.99,6.97,2.25,16.27,Rate not different than Statewide Rate,2
1178,Bronx-Lebanon-Concourse,Bronx,NY Metro - NYC,Non-Emergency PCI,2014.0,43,1,2.33,0.95,1.81,0.02,10.06,Rate not different than Statewide Rate,1
210,Erie County Med Ctr,Western NY - Buffalo,Western NY - Buffalo,Valve or Valve/CABG,2017.0,47,2,4.26,3.78,4.21,0.47,15.19,Rate not different than Statewide Rate,2
694,St. Lukes Cornwall Hosp,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2012.0,328,5,1.52,1.53,1.0,0.32,2.33,Rate not different than Statewide Rate,0
5,St. Peters Hospital,Capital District,Capital District,All PCI,2013.0,707,11,1.56,1.26,1.41,0.7,2.52,Rate not different than Statewide Rate,0
245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,CABG,2010.0,261,3,1.15,1.77,1.02,0.21,2.99,Rate not different than Statewide Rate,4
527,South Nassau Com. Hosp,NY Metro - Long Island,NY Metro - Long Island,All PCI,2011.0,565,7,1.24,1.2,1.0,0.4,2.06,Rate not different than Statewide Rate,0
207,Buffalo General Hosp,Western NY - Buffalo,Western NY - Buffalo,All PCI,2010.0,1334,11,0.82,0.67,1.03,0.51,1.85,Rate not different than Statewide Rate,0
541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2010.0,1578,3,0.19,0.47,0.21,0.04,0.6,Rate not different than Statewide Rate,1
207,Buffalo General Hosp,Western NY - Buffalo,Western NY - Buffalo,Valve or Valve/CABG,2017.0,631,18,2.85,2.79,3.53,2.09,5.58,Rate not different than Statewide Rate,2
1,Albany Med. Ctr,Capital District,Capital District,Non-Emergency PCI,2012.0,546,13,2.38,0.72,2.11,1.12,3.61,Rate significantly higher than Statewide Rate,1
938,Peconic Bay Med Ctr,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2017.0,13,1,7.69,0.44,13.58,0.18,75.58,Rate not different than Statewide Rate,1
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,Valve or Valve/CABG,2017.0,319,11,3.45,4.44,2.47,1.23,4.42,Rate not different than Statewide Rate,2
699,Orange Regional Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2017.0,309,7,2.27,2.2,2.85,1.14,5.86,Rate not different than Statewide Rate,5
829,Ellis Hospital,Capital District,Capital District,Valve or Valve/CABG,2017.0,299,12,4.01,3.9,4.34,2.24,7.59,Rate not different than Statewide Rate,2
1738,Richmond Univ Med Cntr,Staten Island,NY Metro - NYC,Non-Emergency PCI,2017.0,134,1,0.75,0.67,0.87,0.01,4.86,Rate not different than Statewide Rate,1
411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,Non-Emergency PCI,2017.0,1061,9,0.85,0.81,0.81,0.37,1.55,Rate not different than Statewide Rate,1
756,Samaritan Hospital,Capital District,Capital District,All PCI,2013.0,210,3,1.43,0.69,2.36,0.48,6.91,Rate not different than Statewide Rate,0
563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2017.0,1963,108,5.5,5.38,4.7,3.85,5.67,Rate not different than Statewide Rate,2
411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,Non-Emergency PCI,2012.0,1303,8,0.61,0.77,0.51,0.22,1.01,Rate not different than Statewide Rate,1
636,Crouse Hospital,Central NY,Central NY,All PCI,2010.0,385,3,0.78,0.8,0.81,0.16,2.38,Rate not different than Statewide Rate,0
5,St. Peters Hospital,Capital District,Capital District,Valve or Valve/CABG,2017.0,717,27,3.77,3.64,3.57,2.35,5.19,Rate not different than Statewide Rate,2
511,Winthrop Univ. Hosp,NY Metro - Long Island,NY Metro - Long Island,CABG,2012.0,225,1,0.44,1.71,0.38,0.0,2.12,Rate not different than Statewide Rate,4
116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,Non-Emergency PCI,2013.0,322,1,0.31,0.92,0.25,0.0,1.38,Rate not different than Statewide Rate,1
210,Erie County Med Ctr,Western NY - Buffalo,Western NY - Buffalo,Valve or Valve/CABG,2017.0,49,2,4.08,4.1,4.57,0.51,16.5,Rate not different than Statewide Rate,2
5,St. Peters Hospital,Capital District,Capital District,Valve or Valve/CABG,2017.0,787,29,3.68,4.2,3.7,2.48,5.32,Rate not different than Statewide Rate,2
66,Olean General Hosp.,Western NY - Buffalo,Western NY - Buffalo,All PCI,2013.0,25,0,0.0,0.69,0.0,0.0,24.21,Rate not different than Statewide Rate,0
977,Cayuga Med Ctr Ithaca,Central NY,Central NY,Emergency PCI,2017.0,4,0,0.0,4.55,0.0,0.0,63.93,Rate not different than Statewide Rate,5
636,Crouse Hospital,Central NY,Central NY,All PCI,2013.0,284,4,1.41,1.09,1.47,0.4,3.77,Rate not different than Statewide Rate,0
210,Erie County Med Ctr,Western NY - Buffalo,Western NY - Buffalo,All PCI,2011.0,159,3,1.89,1.81,1.01,0.2,2.96,Rate not different than Statewide Rate,0
694,St. Lukes Cornwall Hosp,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2013.0,263,3,1.14,1.42,0.92,0.18,2.68,Rate not different than Statewide Rate,0
245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2017.0,440,22,5.0,4.28,4.37,2.74,6.62,Rate not different than Statewide Rate,2
210,Erie County Med Ctr,Western NY - Buffalo,Western NY - Buffalo,All PCI,2012.0,152,0,0.0,1.66,0.0,0.0,1.45,Rate not different than Statewide Rate,0
598,St. Elizabeth Med Ctr,Central NY,Central NY,All PCI,2013.0,634,14,2.21,1.46,1.73,0.95,2.91,Rate not different than Statewide Rate,0
471,Unity Hospital,Western NY - Rochester,Western NY - Rochester,Non-Emergency PCI,2010.0,292,2,0.68,0.42,0.83,0.09,2.99,Rate not different than Statewide Rate,1
756,Samaritan Hospital,Capital District,Capital District,Non-Emergency PCI,2017.0,141,0,0.0,0.49,0.0,0.0,4.14,Rate not different than Statewide Rate,1
636,Crouse Hospital,Central NY,Central NY,All PCI,2011.0,379,6,1.58,1.2,1.28,0.47,2.79,Rate not different than Statewide Rate,0
635,Univ. Hosp-Upstate,Central NY,Central NY,Emergency PCI,2017.0,305,11,3.61,3.3,3.08,1.53,5.5,Rate not different than Statewide Rate,5
636,Crouse Hospital,Central NY,Central NY,Emergency PCI,2017.0,212,8,3.77,3.29,3.63,1.56,7.16,Rate not different than Statewide Rate,5
